organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato,oppstartsdato,nedleggelsesdato
915900003,CAR WASH AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-09-10,,,,,,915870449,,,,,,,False,,,,,,2026-04-11,2015-09-15,
915908780,R JACOBSEN AS AVDELING HARSTAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-09-11,,,,t.ja@online.no,,877337782,,,,,,,False,,,,,,2026-04-11,2015-01-01,
915945058,HARRIS AUTO TARIQ KHAN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1481,HAGAN,,,2015-09-21,www.harrisauto.no,22 32 22 74,400 01 542,kontakt@harrisauto.no,,915924530,,,,,,,False,,,,,,2026-04-11,2015-09-10,
915949908,GLOMMA ENGINEERING BJØRN ESPEN KRISTIANSEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-09-21,,,930 37 872,glommaengineerin.01@gmail.com,,915931790,,,,,,,False,,,,,,2026-04-11,2015-09-13,
915950957,MØLLER BIL ROMERIKE AS AVD HVAM,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0609,OSLO,,,2015-09-21,,,,,,964995923,,,,,,,False,,,,,,2026-04-11,2015-09-01,
915951945,KEMI BILSERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-09-21,,,,,,915932533,,,,,,,False,,,,,,2026-04-11,2015-09-11,
915986390,OKUTAN BILMEGLING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-09-28,,,944 70 508,veysel_oku@hotmail.com,,915964095,,,,,,,False,,,,,,2026-04-11,2015-10-01,
916007450,VOLLA BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0195,OSLO,,,2015-09-30,,,411 53 236,info@businesslogistics.no,,915992072,,,,,,,False,,,,,,2026-04-11,2015-09-08,
916016905,LERKENDAL BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-10-03,,,909 53 249,stigjohansenn@hotmail.no,,816008662,,,,,,,False,,,,,,2026-04-11,2015-09-21,
916025955,HOMLA INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-10-05,,,907 29 607,,,916001819,,,,,,,False,,,,,,2026-04-11,2015-09-11,
916031688,BREVETTI AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1471,LØRENSKOG,,,2015-10-06,,,,,,915488706,,,,,,,False,,,,,,2026-04-11,2015-08-31,
916053940,BILFLYT OSLO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-10-12,www.earcare.no,,,,,915914810,,,,,,,False,,,,,,2026-04-11,2015-08-11,
916067127,ERNØ AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,9,,2015-10-14,,,91 35 81 86,bjorn.erno.johansen@gmail.com,,916062311,,,,,,,False,,,,,,2026-04-11,2015-09-18,
916090528,UGLAND IMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-10-20,,,,,,998211395,,,,,,,False,,,,,,2026-04-11,2015-05-01,
916102992,HAMARBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2015-10-20,,,,post@furnesvegen.no,,916085869,,,,,,,False,,,,,,2026-04-11,2015-09-30,
916105835,RP AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-10-21,,92 60 61 70,,en-pet@online.no,,916087810,,,,,,,False,,,,,,2026-04-11,2015-09-18,
916131895,AUTO GARANTISTEN AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,,,5,,2015-10-26,,,476 47 064,agon_7@hotmail.com,,916111312,,,,,,,False,,,,,,2026-04-11,2015-10-01,
916137648,MD PROSJEKT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-10-27,,,,,,916126727,,,,,,,False,,,,,,2026-04-11,2015-11-01,
916169590,KJELVIK INVEST,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-02,,,,,,916145527,,,,,,,False,,,,,,2026-04-11,2015-10-25,
916170408,SPRINTCAR NORGE AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,6,,2015-11-02,,,928 60 448,,,916149816,,,,,,,False,,,,,,2026-04-11,2015-10-13,
916172354,SPECTRA-BYGGET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-02,,,,,,916163371,,,,,,,False,,,,,,2026-04-11,2015-10-22,
916192231,JEVNAKER'S BRUKTBIL OG DELER,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-05,,,41 40 33 34,,,916172176,,,,,,,False,,,,,,2026-04-11,2015-10-29,
916203489,MOTORGROSSISTEN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2015-11-09,www.motorgrossisten.no,97 16 51 08,959 49 782,salg@motorgrossisten.no,,916157525,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916237278,MJØNDALEN BILSALG RUNE REISTAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-17,,,,,,969941724,,,,,,,False,,,,,,2026-04-11,2015-11-16,
916237626,K. O. Jakobsen,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-17,,,,,,982724937,,,,,,,False,,,,,,2026-04-11,2015-11-16,
916239602,GIMNES AUTO & DETAILING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-16,,,906 67 107,gimn@online.no,,916235496,,,,,,,False,,,,,,2026-04-11,2015-11-01,
916244908,LURA AUTO SERVICE AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,,,9,,2015-11-16,,,,,,916100132,,,,,,,False,,,,,,2026-04-11,2015-09-16,
916255225,IGLOOCAR NORGE AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-17,www.igloocar.no,,95820862,info@igloocar.no,,915947271,,,,,,,False,,,,,,2026-04-11,2015-11-11,
916259514,HAMMERFEST AUTO SALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-18,,78 42 83 00,,,,916249659,,,,,,,False,,,,,,2026-04-11,2015-10-27,
916279140,BIL INDUSTRI AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-11-23,,,944 71 181,info@1as.no,,916247362,,,,,,,False,,,,,,2026-04-11,2015-11-09,
916350732,TELLNES AUTOSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,15,,2015-12-07,,,,,,916334354,,,,,,,False,,,,,,2026-04-11,2015-11-17,
916386575,VARRE'S AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-16,,,,,,987800968,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916398980,BUSNOR AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-17,,,994 34 040,,,912370658,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916422334,BIL 1 HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-17,,,,,,988950971,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916427484,FLÅKLYPA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-17,,,,,,990549966,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916429177,ALEKSANDER MOTOR AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3003,DRAMMEN,,,2015-12-17,,,,,,991402837,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916432011,MLV 4 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-17,,,,,,992605316,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916448325,MOTORPOOL FINANS AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-17,,,,,,998887143,,,,,,,False,,,,,,2026-04-11,2014-01-01,
916478895,AUTO 1 INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-22,,,,,,916476566,,,,,,,False,,,,,,2026-04-11,2015-12-09,
916495552,AUTO 100 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2015-12-30,,,,,,916492634,,,,,,,False,,,,,,2026-04-11,2015-11-26,
916507135,RELYON AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-05,,,,,,916499426,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916508751,BRP NORWAY AS AVDELING ALTA,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-05,,,,,,974394197,,,,,,,False,,,,,,2026-04-11,2015-11-01,
916547919,ANDERSSTUEN TRADING,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-12,,,,,,816521882,,,,,,,False,,,,,,2026-04-11,2015-01-04,
916577184,SKAGEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-18,www.skagenbil.no,,400 20 120,post@skagenbil.no,,916571046,,,,,,,False,,,,,,2026-04-11,2016-01-11,
916580835,PHILGRA INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,7562,SAKSVIK,,,2016-01-18,,,,,,916564465,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916589417,SANDESTEEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2016-01-19,www.sandesteenbil.no,,485 00 119,post@sandesteenbil.no,,919534052,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916601247,KH BIL OG BILPLEIE INE KARLSEN-HAUGEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-18,,,414 40 215,kh.bilogbilpleie@gmail.com,,997395433,,,,,,,False,,,,,,2026-04-11,2015-09-01,
916610963,RE BRUKTBIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-23,,,,,,916569130,,,,,,,False,,,,,,2026-04-11,2016-01-06,
916634498,JETO BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-27,,,,,,916619863,,,,,,,False,,,,,,2026-04-11,2016-01-14,
916637470,AUTOROLA AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-27,www.autorola.no,,924 02 905,,,816598532,,,,,,,False,,,,,,2026-04-11,2016-01-26,
916648170,HAUGEN & SØNN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-01-28,,,,,,916636644,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916673485,OPSAL TRANSPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-02,,,,,,816564522,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916678150,LAMBERTSETER BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-03,,,454 87 166,zulki_93@hotmail.com,,916652690,,,,,,,False,,,,,,2026-04-11,2016-01-11,
916726260,SKIEN AUTOSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,11,,2016-02-11,,,,,,916689128,,,,,,,False,,,,,,2026-04-11,2016-01-07,
916729782,ØRJE BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-13,,,92226709,stenfog@online.no,,916659369,,,,,,,False,,,,,,2026-04-11,2016-02-11,
916737483,B.B.E INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-15,,,,,,916706014,,,,,,,False,,,,,,2026-04-11,2016-02-01,
916751915,VINGPARKEN BILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-17,,,,,,916695810,,,,,,,False,,,,,,2026-04-11,2016-02-09,
916761287,FG RACING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1366,LYSAKER,5,,2016-02-18,www.fgracing.no,,930 99 002,fg@fgracing.no,,916742479,,,,,,,False,,,,,,2026-04-11,2016-02-01,
916782020,BILBUTIKKEN FREDERIKSTAD AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-22,,,,,,916721749,,,,,,,False,,,,,,2026-04-11,2016-01-26,
916785402,AUTOMOBILSELSKABET AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,5834,BERGEN,,,2016-02-23,,,479 11 100,post@automobilselskabet.no,,916765371,,,,,,,False,,,,,,2026-04-11,2016-01-01,
916788126,BILHALLEN ULSTEINVIK AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,10,,2016-02-23,,,,,,916702876,,,,,,,False,,,,,,2026-04-11,2016-01-18,
916788606,ASKØY BIL OG DEKK AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-23,,,,,,916779194,,,,,,,False,,,,,,2026-04-11,2016-02-01,
916810989,BRUKTBILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-02-27,,,484 44 846,daniellreed101@icloud.com,,916804288,,,,,,,False,,,,,,2026-04-11,2016-02-26,
916840063,E-AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1262,OSLO,,,2016-03-03,,,,,,916824580,,,,,,,False,,,,,,2026-04-11,2016-03-01,
916889046,SKJÅK MOTORSPORT Rakstad,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-03-16,,,,,,881535572,,,,,,,False,,,,,,2026-04-11,2015-11-01,
916896433,KJØRBEKK AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-03-15,,,,,,916853408,,,,,,,False,,,,,,2026-04-11,2016-03-15,
916899238,AUTOLUXE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-03-15,,,,post@autoluxe.no,,916884354,,,,,,,False,,,,,,2026-04-11,2016-03-14,
916910177,KRISTIANSAND BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-03-17,,,,,,825792872,,,,,,,False,,,,,,2026-04-11,2016-03-07,
916922388,WILLIAMS CARAVAN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1641,RÅDE,23,,2016-03-21,,,,,,816916402,,,,,,,False,,,,,,2026-04-11,2016-03-21,
916927274,CARTOPIA AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-03-21,,,,,,916833342,,,,,,,False,,,,,,2026-04-11,2016-02-10,
916945833,SR BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-03-31,,,,,,921003196,,,,,,,False,,,,,,2026-04-11,2016-03-17,
916974914,MOTRUM AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2016-04-06,,,,,,916972415,,,,,,,False,,,,,,2026-04-11,2016-03-29,
916989733,AVON DEKK SERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-09,,,917 07 999,sjoranli@bbnett.no,,816988292,,,,,,,False,,,,,,2026-04-11,2016-03-18,
916999402,MOTORSENTERET SELBU OG TYDAL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-11,motorst.no,,911 01 237,post@motorst.no,,916983069,,,,,,,False,,,,,,2026-04-11,2016-03-14,
917015686,RØHNESELMER AS AVD HØNEFOSS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0602,OSLO,14,,2016-04-13,,,,,,933823970,,,,,,,False,,,,,,2026-04-11,2016-03-01,
917018642,DMP BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-14,,,,,,917009589,,,,,,,False,,,,,,2026-04-11,2016-04-04,
917019568,RUDEN BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3514,HØNEFOSS,,,2016-04-14,,,,rudenbil@gmail.com,,916932499,,,,,,,False,,,,,,2026-04-11,2016-04-08,
917024138,KB AUTO NORGE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2240,MAGNOR,,,2016-04-19,,,,,,918172653,,,,,,,False,,,,,,2026-04-11,2015-11-01,
917034826,RØYRVIK SCOOTER OG MASKIN AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-16,www.royrvikscooter.no,74 33 52 00,,,,917022496,,,,,,,False,,,,,,2026-04-11,2016-04-12,
917063958,FANA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-19,,,,,,917038511,,,,,,,False,,,,,,2026-04-11,2015-03-01,
917067546,NORSK AUTOSERVICE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-19,,,,,,919276398,,,,,,,False,,,,,,2026-04-11,2016-04-06,
917068992,N. A AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-20,,,,,,917062722,,,,,,,False,,,,,,2026-04-11,2016-04-13,
917110867,VETÅS INVEST AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-04-29,,,,,,994921622,,,,,,,False,,,,,,2026-04-11,2016-04-24,
917116733,NILS1 BIL V/MARIUS ANDRE NILSEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-05-02,,,,,,917085730,,,,,,,False,,,,,,2026-04-11,2016-04-13,
917118132,MULTIAUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,2008,FJERDINGBY,,,2016-05-02,,,,,,917087008,,,,,,,False,,,,,,2026-04-11,2016-04-25,
917125783,TRØGSTAD BIL OG MASKINSERVICE AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,BEDR,,,,,,1852,MYSEN,5,,2016-05-03,,,,,,916885296,,,,,,,False,,,,,,2026-04-11,2016-03-01,
917126755,SVEMOR FRITIDSSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-05-03,,,,,,984366604,,,,,,,False,,,,,,2026-04-11,2015-11-01,
917166501,TRONDHEIM BIL BERGSETH,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-05-19,,,986 66 000,,,980435504,,,,,,,False,,,,,,2026-04-11,2016-01-01,
917167427,GREENTEC v/Andrew Fillery,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-05-19,,,,,,983203787,,,,,,,False,,,,,,2026-04-11,2016-01-01,
917168741,HALSVIK AUTOSALG,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-05-19,,,,,,986333002,,,,,,,False,,,,,,2026-04-11,2016-01-01,
917177511,NOVA TRAILER AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-05-14,,,,,,917127204,,,,,,,False,,,,,,2026-04-11,2016-04-01,
917248427,TACAMERA AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,BEDR,,,,,,,,,,2016-05-31,,,,,,917201374,,,,,,,False,,,,,,2026-04-11,2016-05-11,
917272905,SOFALAND & BILSALG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-06-06,,,,,,917200505,,,,,,,False,,,,,,2026-04-11,2016-06-01,
917303444,TESLA NORWAY AS AVD BERGEN 2 - KOKSTAD,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0976,OSLO,58,,2016-06-11,,,,,,997433173,,,,,,,False,,,,,,2026-04-11,2015-05-02,
917303517,TESLA NORWAY AS AVD BÆRUM,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0976,OSLO,96,,2016-06-11,,,,,,997433173,,,,,,,False,,,,,,2026-04-11,2015-12-11,
917303983,TESLA NORWAY AS AVD BRUMUNDDAL,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0976,OSLO,34,,2016-06-11,,,,,,997433173,,,,,,,False,,,,,,2026-04-11,2015-10-23,
917304017,TESLA NORWAY AS AVD KRISTIANSAND,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,0976,OSLO,52,,2016-06-11,,,,,,997433173,,,,,,,False,,,,,,2026-04-11,2015-08-26,
917358311,RE-DRIVE AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-06-22,,,,,,917295344,,,,,,,False,,,,,,2026-04-11,2016-05-16,
917366330,DINBRUKTBIL.NO AS AVD KLEPPE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,7,,2016-06-23,,,,,,817301592,,,,,,,False,,,,,,2026-04-11,2016-04-01,
917407754,H.G BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,1348,RYKKINN,,,2016-06-30,,,,,,917348421,,,,,,,False,,,,,,2026-04-11,2016-06-15,
917469261,CARTUNE NORDIC AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3002,DRAMMEN,,,2016-07-13,vplus.no,32 89 44 10,,,,917410925,,,,,,,False,,,,,,2026-04-11,2016-06-09,
917475237,CLASSIC 11 AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-07-16,,,,,,917428964,,,,,,,False,,,,,,2026-04-11,2016-06-15,
917480370,CASHBACK BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-07-18,,,,,,916729677,,,,,,,False,,,,,,2026-04-11,2016-02-26,
917522375,PROFFTELT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-02,,,,,,917458979,,,,,,,False,,,,,,2026-04-11,2016-06-29,
917524653,AUTOTRADER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-02,,,,,,917471789,,,,,,,False,,,,,,2026-04-11,2016-08-01,
917542244,SLÅTTA DELESERVICE,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,,,,,2016-08-09,,,,,,917484740,,,,,,,False,,,,,,2026-04-11,2016-07-01,
917546932,BP BIL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,6,,2016-08-10,,,,,,917487618,,,,,,,False,,,,,,2026-04-11,2016-06-22,
917569568,MOBILE ARENDAL AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,16,,2016-08-15,,,,,,917503680,,,,,,,False,,,,,,2026-04-11,2016-07-11,
917584699,TRUCKEXPORT.NO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-18,,,,,,917440131,,,,,,,False,,,,,,2026-04-11,2016-07-28,
917605793,MV ANLEGG AS,46.710,Engroshandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-23,,,,,,917534683,,,,,,,False,,,,,,2026-04-11,2016-08-05,
917619042,PROMOTION AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-25,,,,,,917545707,,,,,,,False,,,,,,2026-04-11,2016-07-18,
917626855,NORDAC AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-27,,67 20 45 00,,nordac@online.no,,917502811,,,,,,,False,,,,,,2026-04-11,2016-07-11,
917634696,FINMARK MOTORSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-08-29,,,,toto@ghagen.no,,991437118,,,,,,,False,,,,,,2026-04-11,2016-08-01,
917661871,SALTVEDT RACING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-03,,,,,,917584869,,,,,,,False,,,,,,2026-04-11,2016-08-15,
917680221,ZYRUS ENGINEERING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,8,,2016-09-07,,,948 26 235,rm@zyrus.no,,917587752,,,,,,,False,,,,,,2026-04-11,2016-08-01,
917706255,GRENLAND BOBILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-12,,,,,,917631158,,,,,,,False,,,,,,2026-04-11,2016-08-05,
917709939,MORTEN TEIG AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-12,,,,,,917635234,,,,,,,False,,,,,,2026-04-11,2016-08-30,
917714290,JTC AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-13,,,,post@jtcauto.no,,817636012,,,,,,,False,,,,,,2026-04-11,2016-08-01,
917715181,PANORAMA AUTO AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-13,,,,,,917593477,,,,,,,False,,,,,,2026-04-11,2016-05-26,
917720800,NORSK CARAVANIMPORT AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-14,,,,,,917640785,,,,,,,False,,,,,,2026-04-11,2016-08-10,
917731365,KVERNELAND BIL BILSALG ÅSANE,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,5,,2016-09-17,,,,,,977047684,,,,,,,False,,,,,,2026-04-11,2015-05-01,
917740690,ÅLESUND BILLAKKERING AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,,,5,,2016-09-19,,,,,,917667934,,,,,,,False,,,,,,2026-04-11,2016-08-15,
917746540,SANDBERG BILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-19,,,,,,917638748,,,,,,,False,,,,,,2026-04-11,2016-07-26,
917748098,S.T AUTOSALG SAMIR THAQI,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,BEDR,,,,,,4314,SANDNES,,,2016-09-20,,,988 52 080,samir@stautosalg.no,,917675619,,,,,,,False,,,,,,2026-04-11,2016-08-31,
917766118,NEVA AS,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-22,,,,,,915289223,,,,,,,False,,,,,,2026-04-11,2016-09-22,
917769737,DETAIL AUTO FREDRIK RISMOEN,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,,,,,2016-09-26,,,,,,912177831,,,,,,,False,,,,,,2026-04-11,2016-05-01,
917771472,BONUS HANDEL KJELL STENLØKK,47.810,Detaljhandel med motorvogner,,,,,BEDR,,,,,,3258,LARVIK,,,2016-09-26,,,,,,996967565,,,,,,,False,,,,,,2026-04-11,2016-05-01,
