organisasjonsnummer,navn,naeringskode1,naeringskode1_beskrivelse,naeringskode2,naeringskode2_beskrivelse,naeringskode3,naeringskode3_beskrivelse,organisasjonsform,forretningsadresse,forretningsadresse_postnummer,forretningsadresse_poststed,forretningsadresse_kommune,forretningsadresse_kommunenummer,postadresse_postnummer,postadresse_poststed,antall_ansatte,stiftelsesdato,registreringsdato,hjemmeside,telefon,mobil,epostadresse,er_i_konsern,overordnet_enhet,kapital_belop,kapital_type,kapital_valuta,siste_innsendte_aarsregnskap,institusjonell_sektor,institusjonell_sektor_beskrivelse,registrert_i_mva,registrert_i_foretaksregisteret,konkurs,under_avvikling,under_tvangsavvikling,antall_underenheter,hentet_dato
917606609,HEUM HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Holmejordetveien 25,3267,LARVIK,LARVIK,3909,,,,2016-08-03,2016-08-23,,,,,False,,2204000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
917630747,HARILA AS,47.810,Detaljhandel med motorvogner,47.300,Detaljhandel med drivstoff til motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,AS,,9802,VESTRE JAKOBSELV,VADSØ,5607,9811,VADSØ,163,1978-10-20,1995-02-19,,78 95 45 60,,,False,,112000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,5,2026-04-11
917631158,GRENLAND BOBILSENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Rødmyrsvingen 120,3735,SKIEN,SKIEN,4003,,,,2016-08-05,2016-08-29,,,,,False,,1000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917634785,ÅSENSENTERET AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Auglendsmyrå 8,4016,STAVANGER,STAVANGER,1103,4095,STAVANGER,,2016-08-08,2016-09-05,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917635234,MORTEN TEIG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Lundbergveien 4,1866,BÅSTAD,INDRE ØSTFOLD,3118,,,,2016-08-19,2016-08-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917638748,SANDBERG BILFORMIDLING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kroerveien 146,1827,HOBØL,INDRE ØSTFOLD,3118,,,,2016-07-26,2016-08-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917640785,NORSK CARAVANIMPORT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Øran Øst,6300,ÅNDALSNES,RAUMA,1539,,,,2016-08-10,2016-08-30,,,,,False,,250000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917667934,ÅLESUND BILLAKKERING AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Tverrvegen 38A,6020,ÅLESUND,ÅLESUND,1508,,,5,2016-08-15,2016-09-03,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917668299,GRENLAND UTLEIE AS,46.710,Engroshandel med motorvogner,,,,,AS,Porsgrunnsvegen 188,3735,SKIEN,SKIEN,4003,,,,2016-08-23,2016-09-15,www.grenlandutleie.no,,928 67 080,post@grenlandutleie.no,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917675619,S.T AUTOSALG SAMIR THAQI,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,ENK,Larsamyrå 16,4313,SANDNES,SANDNES,1108,4314,SANDNES,,,2016-09-06,,,988 52 080,samir@stautosalg.no,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
917679908,BVLARSEN TRADING AS,47.810,Detaljhandel med motorvogner,47.830,Detaljhandel med motorsykler og tilhørende deler og utstyr,,,AS,Grubeveien 15,4825,ARENDAL,ARENDAL,4203,4857,ARENDAL,,2016-08-29,2016-09-09,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917692491,CROSSBUTIKKEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Holmejordetveien 25,3267,LARVIK,LARVIK,3909,,,19,2016-08-24,2016-09-09,,,,,False,,1000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917705127,BILSERVICE HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Høljebakkane 1A,4373,EGERSUND,EIGERSUND,1101,4373,EGERSUND,,2016-08-25,2016-09-12,,,,,False,,16100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
917706336,TOMMY'S BRUKTBILER TOMMY SANDNES,47.810,Detaljhandel med motorvogner,,,,,ENK,Neråsvegen 274,6390,VESTNES,VESTNES,1535,,,,,2016-09-12,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
917710406,BILSENTERET HAUGESUND AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hemmingstadvegen 15,5535,HAUGESUND,HAUGESUND,1106,5504,HAUGESUND,11,2016-08-19,2016-09-12,www.bilsenteret.haugesund.no,52 70 60 70,,post@bilsenteret.haugesund.no,False,,500000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917748543,BARE BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Råbekksvingen 13,1617,FREDRIKSTAD,FREDRIKSTAD,3107,,,6,2016-09-01,2016-09-21,,,,,False,,1000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917753148,INDREBØ DEKK OG BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Neråsvegen 274,6390,VESTNES,VESTNES,1535,,,,2016-09-13,2016-09-20,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917760381,DABIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Slependveien 5,1338,SANDVIKA,BÆRUM,3201,,,,2016-08-16,2016-10-29,,,469 32 532,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
917761078,VESTCAMP AS,47.810,Detaljhandel med motorvogner,,,,,AS,Industriveien 12,4331,ÅLGÅRD,GJESDAL,1122,,,,2016-09-05,2016-09-21,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
917795924,AUTOSERVICE BRYNE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hålandsvegen 26,4344,BRYNE,TIME,1121,4349,BRYNE,,2016-09-20,2016-09-28,,97 01 04 10,997 13 003,,False,,80000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917801010,TADIYAS BRUKT BIL EKSPORT OG BRUKT DATA IMPORT TADESSE ZEWDIE BEYENE,46.710,Engroshandel med motorvogner,,,,,ENK,Astronomvegen 6,7037,TRONDHEIM,TRONDHEIM,5001,,,,,2016-09-29,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
917802866,GRETLAND BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Klokkergårdveien 4,1711,SARPSBORG,SARPSBORG,3105,,,5,2016-09-01,2016-09-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917804125,AUTOTAL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kåsvegen 14,7340,OPPDAL,OPPDAL,5021,,,13,2016-09-09,2016-09-29,,,,,False,,50000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917809100,BROKERS AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Håkon Woldsund; Øvregeila 9,6154,ØRSTA,ØRSTA,1520,,,,2016-09-22,2016-09-30,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917837724,SCOOTER CITY HELGE STAHL,47.810,Detaljhandel med motorvogner,,,,,ENK,Treskeveien 1,4043,HAFRSFJORD,STAVANGER,1103,,,,,2016-10-06,,,,,False,,,,,2023,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
917853991,Q8IMPORT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gullbekken 4C,2030,NANNESTAD,NANNESTAD,3238,,,,2016-09-09,2016-10-18,,,905 03 298,kazem-1982@hotmail.com,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917854734,ASK CARAVAN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Ølmedalsvegen 476,5583,VIKEDAL,VINDAFJORD,1160,,,,2016-09-20,2016-10-10,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
917872392,HOFTUFT BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Sveindalsvegen 3,4737,HORNNES,EVJE OG HORNNES,4219,,,,2016-10-01,2016-10-13,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
917876304,KROKEN-INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Øran Øst,6300,ÅNDALSNES,RAUMA,1539,,,,2016-10-01,2016-10-14,,,,,False,,60000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,,2026-04-11
917877246,BILGALLERIET AS,47.810,Detaljhandel med motorvogner,,,,,AS,Sunnlandsvegen 2,7032,TRONDHEIM,TRONDHEIM,5001,7017,TRONDHEIM,7,2016-09-15,2016-10-14,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917893721,NETCAR AS,47.810,Detaljhandel med motorvogner,,,,,AS,Skogerveien 17,3041,DRAMMEN,DRAMMEN,3301,,,5,2016-10-03,2016-10-18,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917907943,HARMAN BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Smøråsvegen 20,5238,RÅDAL,BERGEN,4601,,,,2016-10-11,2016-10-20,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,True,True,False,,2026-04-11
917921024,BOBIL TRONDHEIM AS,47.810,Detaljhandel med motorvogner,,,,,AS,Øysandvegen 245A,7224,MELHUS,MELHUS,5028,7492,TRONDHEIM,16,2016-07-14,2016-10-24,,,,,True,,4070000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917922934,MB BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gjerdrumsveien 38,2020,SKEDSMOKORSET,LILLESTRØM,3205,,,,2016-08-25,2016-11-03,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917924260,CASPER INVEST AS,46.710,Engroshandel med motorvogner,,,,,AS,c/o Making Place AS; Storgata 26,2000,LILLESTRØM,LILLESTRØM,3205,,,,2016-10-07,2016-10-24,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
917932999,DAHL / FINNE AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Bjørndalvegen 4,3946,PORSGRUNN,PORSGRUNN,4001,,,,2016-10-18,2016-10-25,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917938938,PERFORMANCE COACH DAMIR MISTRIC -EXTREME BODY MAKEOVER,47.810,Detaljhandel med motorvogner,,,,,ENK,Åsheimkroken 29,1461,LØRENSKOG,LØRENSKOG,3222,,,,,2016-10-26,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
917954305,CAMPINI DA,47.810,Detaljhandel med motorvogner,,,,,DA,Kirkeåsvegen 9,3936,PORSGRUNN,PORSGRUNN,4001,,,,2016-10-08,2016-10-28,www.smafiks.no,47 24 82 58,901 88 685,info@smafiks.no,False,,,,,,2300,Personlige foretak,False,True,False,False,False,1,2026-04-11
917968543,DAF TRUCKS NORGE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vestre Strandgate 23,4611,KRISTIANSAND S,KRISTIANSAND,4204,4662,KRISTIANSAND S,,2016-10-13,2016-10-29,,,,,False,,100800.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917983224,AUTOLINQ AS,47.810,Detaljhandel med motorvogner,,,,,AS,Mellomriksvegen 268,7513,STJØRDAL,STJØRDAL,5035,,,,2016-10-05,2016-11-08,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
917986037,MAGNE BRENNO,47.810,Detaljhandel med motorvogner,,,,,ENK,Bergesvevegen 128,2618,LILLEHAMMER,LILLEHAMMER,3405,,,,,2016-11-02,,,,,False,,,,,,8200,Personlig næringsdrivende,False,True,False,False,False,,2026-04-11
918003398,BILGATTI AS,47.810,Detaljhandel med motorvogner,,,,,AS,Olavs gate 39,3612,KONGSBERG,KONGSBERG,3303,,,5,2016-09-15,2016-11-04,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918007369,AUTOTUNING MOTORSPORT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Hvitstenveien 280,1542,VESTBY,VESTBY,3216,,,,2016-10-24,2016-11-05,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918013660,BUSSINVEST NORGE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Algarheimsvegen 101,2052,JESSHEIM,ULLENSAKER,3209,2057,JESSHEIM,6,2016-10-20,2016-11-07,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918028609,ARNE VATN,47.810,Detaljhandel med motorvogner,,,,,ENK,Eirik Raudes vei 58,0196,OSLO,OSLO,0301,,,,,2018-01-31,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
918040242,ARVE OPSAHL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Industriveien 39A,7080,HEIMDAL,TRONDHEIM,5001,7492,TRONDHEIM,12,1975-08-14,1995-02-19,www.aoas.no,72 59 28 00,40001881,,True,,300000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918041338,EINAU2 EINAR FLØGUM,47.810,Detaljhandel med motorvogner,,,,,ENK,Kyrkjevegen 88,2890,ETNEDAL,ETNEDAL,3450,,,,,2016-11-14,,,,,False,,,,,2024,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
918062092,MASKINEXPORT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Oberst Rodes vei 68A,1165,OSLO,OSLO,0301,,,,2016-11-16,2016-11-23,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
918082425,OTVENGE HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Erling Skjalgssons gate 23B,0267,OSLO,OSLO,0301,4662,KRISTIANSAND S,,2016-08-15,2016-11-24,www.otvengeholding.no,,413 65 881,,False,,119000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
918083731,STENS HOLDING AS,47.810,Detaljhandel med motorvogner,,,,,AS,Haakon VIIs gate 2,0161,OSLO,OSLO,0301,3409,TRANBY,,2016-08-24,2016-11-21,,,,,False,,750000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
918086404,HANSEN BIL,47.810,Detaljhandel med motorvogner,,,,,ENK,Holmavegen 464,6444,FARSTAD,HUSTADVIKA,1579,,,,,2016-11-22,,,,hansenchrister@hotmail.com,False,,,,,,8200,Personlig næringsdrivende,False,False,False,False,False,,2026-04-11
918089217,AUTOSALG VESTFOLD AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Kenneth Ekeberg; Mor Kristins vei 6B,3174,REVETAL,TØNSBERG,3905,,,,2016-10-31,2016-11-22,,,,,True,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918089861,AUTOSERVICE AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Jølstravegen 40,6819,FØRDE,SUNNFJORD,4647,,,11,1966-03-30,1995-02-19,,57725311,,,False,,100000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918109412,AW CONSULTING AS,46.710,Engroshandel med motorvogner,,,,,AS,Tinnegrendvegen 91,3683,NOTODDEN,NOTODDEN,4005,,,,2016-11-03,2016-11-28,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918111808,TRUCKSENTER AS,46.710,Engroshandel med motorvogner,,,,,AS,Forusbeen 17,4031,STAVANGER,STAVANGER,1103,,,16,2016-11-16,2016-11-29,,,,,False,,341000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918116192,AUTONAVIA AS,47.810,Detaljhandel med motorvogner,,,,,AS,Stabburveien 16,1617,FREDRIKSTAD,FREDRIKSTAD,3107,,,,2016-11-01,2016-11-29,,,,,False,,30000.00,Aksjekapital,NOK,2022,2100,Private aksjeselskaper mv.,False,True,True,False,False,1,2026-04-11
918130713,HENNING LØVSTAD HOLDING AS,46.710,Engroshandel med motorvogner,,,,,AS,Fjellvegen 8,2022,GJERDRUM,GJERDRUM,3230,,,,2016-11-21,2016-12-02,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
918145281,WOLLEBÆK BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Asbjørnsens gate 12,3513,HØNEFOSS,RINGERIKE,3305,,,,2016-11-16,2016-12-06,www.wbil.no,,979 67 754,harald@wbil.no,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918148906,MRJ MIKKEL RIIS JOHANSEN,47.810,Detaljhandel med motorvogner,,,,,ENK,Krokfaret 13,1480,SLATTUM,NITTEDAL,3232,,,,,2020-04-20,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
918152504,SLANGSVOLD AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gneisveien 39,1640,RÅDE,RÅDE,3112,,,,2016-11-08,2016-12-14,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,True,False,,2026-04-11
918160973,AUTO VAULT AS,47.810,Detaljhandel med motorvogner,,,,,AS,Th. Petersons gate 4,1530,MOSS,MOSS,3103,1512,MOSS,,2016-12-04,2016-12-07,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918161562,JONAS HEGRE AS,47.810,Detaljhandel med motorvogner,,,,,AS,Gamleveien 81,4315,SANDNES,SANDNES,1108,4301,SANDNES,,2016-11-01,2016-12-07,,,,,False,,254165.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918165665,MOLDE AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kaptein Dreyers veg 1,6456,SKÅLA,MOLDE,1506,,,8,2016-11-24,2016-12-08,,,,,False,,93000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918170278,NORDIC TRUCKCENTER AS,47.810,Detaljhandel med motorvogner,,,,,AS,Thereses gate 43,0354,OSLO,OSLO,0301,1532,MOSS,,2016-09-29,2016-12-24,,,,,False,,300000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,True,False,1,2026-04-11
918172653,KB AUTO NORGE AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Energirådhuset; Grensevegen 811,2240,MAGNOR,EIDSKOG,3416,2240,MAGNOR,,1966-11-23,1995-02-19,,,,,False,,150000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918195076,GHOST MOTORS MUNTYANU,47.810,Detaljhandel med motorvogner,,,,,ENK,Syretårnet 25,3048,DRAMMEN,DRAMMEN,3301,,,,,2016-12-28,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
918222251,TRIANGELEN AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kvænangsveien 4876,9161,BURFJORD,KVÆNANGEN,5546,9504,ALTA,,1966-06-15,1995-02-19,,78 44 96 30,,larshelge@br-andersen.no,False,,350000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918264027,CARAVANSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Fotvegen 15,4250,KOPERVIK,KARMØY,1149,,,,2016-11-28,2016-12-16,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918268375,BROOM BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kvernelandsveien 143,4323,SANDNES,SANDNES,1108,,,5,2016-11-11,2016-12-19,,,,,True,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918338241,AUTO INDUSTRY NORWAY AS,47.810,Detaljhandel med motorvogner,,,,,AS,Fjellvegen 8,2022,GJERDRUM,GJERDRUM,3230,,,,2016-12-06,2017-01-09,,,,,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918344500,REV AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vikvegen 23,6393,TOMREFJORD,VESTNES,1535,,,,2017-01-01,2017-01-10,,,,,False,,1000000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918353178,CAR4YOU AS,47.810,Detaljhandel med motorvogner,,,,,AS,c/o Edip Buga; Johnny Svorkmos vei 56,0983,OSLO,OSLO,0301,,,,2017-01-01,2017-01-12,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918367071,STJØRDAL BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Industrivegen 4A,7502,STJØRDAL,STJØRDAL,5035,7507,STJØRDAL,,2017-01-01,2017-01-13,,,,,False,,330000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918371257,GREFSEN INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Sandekra 12,1396,BILLINGSTAD,ASKER,3203,,,,2016-09-30,2017-01-16,,,,,False,,209496.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,1,2026-04-11
918374205,FORUSPARKEN AUTO AS,47.810,Detaljhandel med motorvogner,,,,,AS,Forusparken 1,4031,STAVANGER,STAVANGER,1103,,,,2017-01-02,2017-01-16,,,,,False,,300000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918390596,HOLEN AUTOSALG AS,47.810,Detaljhandel med motorvogner,,,,,AS,Vardheivegen 53,4340,BRYNE,TIME,1121,,,,2017-01-04,2017-01-18,,,,,False,,30000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,True,False,1,2026-04-11
918405844,BILEKSPERT AYSSAR A. MIRZA,47.810,Detaljhandel med motorvogner,,,,,ENK,Produksjonsveien 11,1618,FREDRIKSTAD,FREDRIKSTAD,3107,,,,,2017-02-01,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
918407049,BJØRKE BIL AS,47.810,Detaljhandel med motorvogner,,,,,AS,Kalvahagen 4,4355,KVERNALAND,TIME,1121,,,,2017-01-01,2017-01-20,,,,,False,,150000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918407820,ÅKRA BILIMPORT AS,47.810,Detaljhandel med motorvogner,95.310,Reparasjon og vedlikehold av motorvogner,,,AS,Rådhusvegen 1,4270,ÅKREHAMN,KARMØY,1149,4296,ÅKREHAMN,35,1965-07-24,1995-03-12,www.aakrabilimport.no,52 84 55 00,,post@aakrabilimport.no,False,,312500.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918410953,AUTOFORM AS,47.810,Detaljhandel med motorvogner,,,,,AS,Drivenesvegen 54,4706,VENNESLA,VENNESLA,4223,,,,2017-01-01,2017-01-20,,,,,False,,60000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918415742,BJARØY CLASSIC AS,47.810,Detaljhandel med motorvogner,,,,,AS,Egenesgården; Jernbanegaten 3,3111,TØNSBERG,TØNSBERG,3905,,,,2017-01-02,2017-01-21,,,,,True,,8800000.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,False,True,False,False,False,,2026-04-11
918419357,HILLESTAD INVEST AS,47.810,Detaljhandel med motorvogner,,,,,AS,Galdetoppen 15,6869,HAFSLO,LUSTER,4644,,,,2017-01-03,2017-01-21,,,971 73 719,hillestad.invest@hotmail.com,False,,30000.00,Aksjekapital,NOK,2025,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918437940,NETTBIL AS,46.710,Engroshandel med motorvogner,,,,,AS,Lørenfaret 1E,0585,OSLO,OSLO,0301,,,101,2017-01-10,2017-01-24,,,,,False,,69118.00,Aksjekapital,NOK,2024,2100,Private aksjeselskaper mv.,True,True,False,False,False,1,2026-04-11
918438416,MOSVE AUTO SVENSEN,46.710,Engroshandel med motorvogner,,,,,ENK,Skjebergveien 122B,1743,KLAVESTADHAUGEN,SARPSBORG,3105,,,,,2017-02-07,,,,,False,,,,,,8200,Personlig næringsdrivende,True,True,False,False,False,1,2026-04-11
